#entry_id	catalog	external_id	external_url	name	description	entry_type	mnm_user_id	q	matched_on	on wikidata
41710613	1070	1735-5702	https://doaj.org/toc/1735-5702	Journal of Industrial Engineering International	"Academic journal published by Springer , covering the subjects:  Technology: Technology (General): Industrial engineering. Management engineering"	Q737498	78209	Q50534489	2.01803E+13	
41710614	1070	1735-6679	https://doaj.org/toc/1735-6679	Bihdād	"Academic journal published by Alborz University of Medical Sciencs , covering the subjects:  Medicine: Medicine (General)"	Q737498	78209	Q50534488	2.01803E+13	
41710615	1070	1735-7799	https://doaj.org/toc/1735-7799	Majallah-i Dānishgāh-i ̒Ulūm-i Pizishkī-i Qum	"Academic journal published by Qom University of Medical Sciences , covering the subjects:  Medicine: Medicine (General)"	Q737498	78209	Q50534487	2.01803E+13	
41710616	1070	1735-8299	https://doaj.org/toc/1735-8299	Journal of Mathematical Extension	"Academic journal published by Islamic Azad University , covering the subjects:  Science: Mathematics"	Q737498	78209	Q50534486	2.01803E+13	
41710617	1070	1735-8442	https://doaj.org/toc/1735-8442	Faṣlnāmah-i Khānavādah/pizhūhī	"Academic journal published by Shahid Beheshti University , covering the subjects:  Social Sciences: The family. Marriage. Woman"	Q737498	78209	Q50534485	2.01803E+13	
41710618	1070	1735-8620	https://doaj.org/toc/1735-8620	Journal of Tehran University Heart Center	"Academic journal published by Tehran University of Medical Sciences , covering the subjects:  Medicine: Internal medicine: Specialties of internal medicine: Diseases of the circulatory (Cardiovascular) system"	Q737498	78209	Q50534480	2.01803E+13	
41710619	1070	1735-885X	https://doaj.org/toc/1735-885X	Iranian Cardiovascular Research Journal	"Academic journal published by Shiraz University of Medical Sciences , covering the subjects:  Medicine: Internal medicine: Specialties of internal medicine: Diseases of the circulatory (Cardiovascular) system"	Q737498	78209	Q50534478	2.01803E+13	
41710620	1070	1735-9791	https://doaj.org/toc/1735-9791	Pizhūhish/hā-yi Falsafī- Kalāmī	"Academic journal published by University of Qom , covering the subjects:  Philosophy. Psychology. Religion: Religions. Mythology. Rationalism: Philosophy of religion. Psychology of religion. Religion in relation to other subjects"	Q737498	78209	Q50534476	2.01803E+13	
41710621	1070	1736-2563	https://doaj.org/toc/1736-2563	Eesti Rakenduslingvistika Ühingu Aastaraamat	"Academic journal published by Eesti Rakenduslingvistika Ühing (Estonian Association for Applied Linguistics) , covering the subjects:  Language and Literature: Philology. Linguistics | Language and Literature: Ural-Altaic languages: Finnic. Baltic-Finnic"	Q737498	78209	Q50534474	2.01803E+13	
41710622	1070	1736-5597	https://doaj.org/toc/1736-5597	Eesti Majanduspoliitilised Väitlused	"Academic journal published by Mattimar OÜ and Berliner Wissenschafts-Verlag GmbH , covering the subjects:  Social Sciences: Economic theory. Demography: Economics as a science"	Q737498	78209	Q50534473	2.01803E+13	
41710623	1070	1736-6518	https://doaj.org/toc/1736-6518	Journal of Ethnology and Folkloristics	"Academic journal published by University of Tartu, Estonian National Museum, Estonian Literary Museum , covering the subjects:  Geography. Anthropology. Recreation: Anthropology: Ethnology. Social and cultural anthropology | Geography. Anthropology. Recre"	Q737498	78209	Q50534471	2.01803E+13	
41710624	1070	1736-6852	https://doaj.org/toc/1736-6852	Methis: Studia Humaniora Estonica	"Academic journal published by University of Tartu and Estonian Literary Museum , covering the subjects:  Language and Literature: Literature (General) | Philosophy. Psychology. Religion: Philosophy (General)"	Q737498	78209	Q50534467	2.01803E+13	
41713824	1070	1736-8723	https://doaj.org/toc/1736-8723	Metsanduslikud Uurimused	"Academic journal published by De Gruyter Open , covering the subjects:  Agriculture: Forestry"	Q737498	78209	Q12370224	2.01803E+13	
41710625	1070	1736-874X	https://doaj.org/toc/1736-874X	Studies of Transition States and Societies	"Academic journal published by Tallinn University , covering the subjects:  Political science | Social Sciences"	Q737498	78209	Q50534465	2.01803E+13	
41710626	1070	1736-8987	https://doaj.org/toc/1736-8987	Eesti ja Soome-ugri Keeleteaduse Ajakiri	"Academic journal published by University of Tartu Press , covering the subjects:  Language and Literature: Philology. Linguistics | Language and Literature: Ural-Altaic languages: Finnic. Baltic-Finnic"	Q737498	78209	Q50534460	2.01803E+13	
41710627	1070	1736-9290	https://doaj.org/toc/1736-9290	Lähivõrdlusi	"Academic journal published by Eesti Rakenduslingvistika Ühing = Estonian Association for Applied Linguistics , covering the subjects:  Language and Literature: Ural-Altaic languages: Finnic. Baltic-Finnic"	Q737498	78209	Q50534459	2.01803E+13	
41710628	1070	1737-7374	https://doaj.org/toc/1737-7374	International Journal of Modern Anthropology	"Academic journal published by Tunisian Association of Anthropology , covering the subjects:  Geography. Anthropology. Recreation | Auxiliary sciences of history: History of Civilization"	Q737498	78209	Q50534458	2.01803E+13	
41710629	1070	1738-1894	https://doaj.org/toc/1738-1894	Journal of Nuclear Fuel Cycle and Waste Technology	"Academic journal published by Korean Radioactive Waste Society , covering the subjects:  Technology: Electrical engineering. Electronics. Nuclear engineering: Nuclear engineering. Atomic power | Science: Physics: Nuclear and particle physics. Atomic energ"	Q737498	78209	Q50534457	2.01803E+13	
41710630	1070	1738-3110	https://doaj.org/toc/1738-3110	Journal of Distribution Science	"Academic journal published by Korea Distribution Science Association , covering the subjects:  Social Sciences: Commerce: Business: Marketing. Distribution of products"	Q737498	78209	Q50534455	2.01803E+13	
41710631	1070	1738-5733	https://doaj.org/toc/1738-5733	Nuclear Engineering and Technology	"Academic journal published by Elsevier , covering the subjects:  Technology: Electrical engineering. Electronics. Nuclear engineering: Nuclear engineering. Atomic power"	Q737498	78209	Q50534453	2.01803E+13	
41710632	1070	1738-6764	https://doaj.org/toc/1738-6764	International Journal of Contents	"Academic journal published by Korea Contents Associaition , covering the subjects:  Technology: Technology (General): Industrial engineering. Management engineering: Information technology"	Q737498	78209	Q50534451	2.01803E+13	
41713825	1070	1740-4398	https://doaj.org/toc/1740-4398	Drugs in Context	"Academic journal published by BioExcel Publishing Ltd , covering the subjects:  Medicine: Therapeutics. Pharmacology"	Q737498	78209	Q26842115	2.01803E+13	
41710633	1070	1747-5368	https://doaj.org/toc/1747-5368	Expositions: Interdisciplinary Studies in the Humanities	"Academic journal published by Villanova University , covering the subjects:  General Works: History of scholarship and learning. The humanities"	Q737498	78209	Q50534450	2.01803E+13	
41710634	1070	1748-1317	https://doaj.org/toc/1748-1317	International Journal of Low-Carbon Technologies	"Academic journal published by Oxford University Press , covering the subjects:  Technology: Mechanical engineering and machinery: Renewable energy sources | Science: Physics: Meteorology. Climatology"	Q737498	78209	Q50534449	2.01803E+13	
41713826	1070	1752-3079	https://doaj.org/toc/1752-3079	Critical Approaches to Discourse Analysis across Disciplines	"Academic journal published by CADAAD , covering the subjects:  General Works"	Q737498	78209	Q50814609	2.01803E+13	
41713827	1070	1752-8062	https://doaj.org/toc/1752-8062	Clinical and Translational Science	"Academic journal published by Wiley , covering the subjects:  Medicine: Therapeutics. Pharmacology | Medicine: Public aspects of medicine"	Q737498	78209	Q5133809	2.01803E+13	
41713829	1070	1753-5794	https://doaj.org/toc/1753-5794	49th Parallel: An Interdisciplinary Journal of North America	"Academic journal published by University of Birmingham , covering the subjects:  Geography. Anthropology. Recreation: Geography (General)"	Q737498	78209	Q50814608	2.01803E+13	
41710635	1070	1756-8277	https://doaj.org/toc/1756-8277	International Journal of Spray and Combustion Dynamics	"Academic journal published by SAGE Publishing , covering the subjects:  Technology: Mechanical engineering and machinery | Technology: Motor vehicles. Aeronautics. Astronautics"	Q737498	78209	Q50534448	2.01803E+13	
41713830	1070	1757-9481	https://doaj.org/toc/1757-9481	Neo-Victorian Studies	"Academic journal published by Swansea University , covering the subjects:  History (General) and history of Europe | Philosophy. Psychology. Religion"	Q737498	78209	Q50814607	2.01803E+13	
41713832	1070	1759-0434	https://doaj.org/toc/1759-0434	Studies in the Maternal	"Academic journal published by Open Library of Humanities , covering the subjects:  Social Sciences: The family. Marriage. Woman"	Q737498	78209	Q50814605	2.01803E+13	
41713834	1070	1760-5776	https://doaj.org/toc/1760-5776	Cahiers d'Études du Religieux- Recherches Interdisciplinaires	"Academic journal published by Centre interdisciplinaire d’Études du Religieux (CIER) , covering the subjects:  Philosophy. Psychology. Religion: Religions. Mythology. Rationalism"	Q737498	78209	Q50814604	2.01803E+13	
41710636	1070	1760-7914	https://doaj.org/toc/1760-7914	L'Atelier du CRH	"Academic journal published by Centre de Recherches Historiques , covering the subjects:  History (General) and history of Europe: History (General)"	Q737498	78209	Q50534447	2.01803E+13	
41713835	1070	1765-2723	https://doaj.org/toc/1765-2723	Activités	"Academic journal published by Association Recherche et Pratique sur les Activités , covering the subjects:  Philosophy. Psychology. Religion: Psychology | Social Sciences"	Q737498	78209	Q50814603	2.01803E+13	
41713836	1070	1765-2901	https://doaj.org/toc/1765-2901	El Argonauta Español	"Academic journal published by Temps, Espaces, Langages, Europe Méridionale-Méditerranée (TELEMME) , covering the subjects:  History (General) and history of Europe: History (General): Modern history, 1453-"	Q737498	78209	Q50814602	2.01803E+13	
41710637	1070	1766-2796	https://doaj.org/toc/1766-2796	Synergies Monde Arabe	"Academic journal published by Groupe d’Etudes et de Recherches pour le Français Langue Internationale (GERFLINT) , covering the subjects:  Language and Literature"	Q737498	78209	Q50534446	2.01803E+13	
41710638	1070	1766-3059	https://doaj.org/toc/1766-3059	Synergies France	"Academic journal published by Groupe d’Etudes et de Recherches pour le Français Langue Internationale (GERFLINT) , covering the subjects:  Language and Literature"	Q737498	78209	Q50534443	2.01803E+13	
41710639	1070	1774-7988	https://doaj.org/toc/1774-7988	Synergies Pologne	"Academic journal published by Groupe d’Etudes et de Recherches pour le Français Langue Internationale (GERFLINT) , covering the subjects:  Language and Literature"	Q737498	78209	Q50534629	2.01803E+13	
41710640	1070	1775-4275	https://doaj.org/toc/1775-4275	Aitia : Regards sur la Culture Hellénistique au XXIe Siècle	"Academic journal published by ENS Éditions , covering the subjects:  History (General) and history of Europe: History of Greece"	Q737498	78209	Q50534626	2.01803E+13	
41710641	1070	1776-2669	https://doaj.org/toc/1776-2669	Synergies Chine	"Academic journal published by Groupe d’Etudes et de Recherches pour le Français Langue Internationale (GERFLINT) , covering the subjects:  Language and Literature"	Q737498	78209	Q50534624	2.01803E+13	
41710642	1070	1784-5092	https://doaj.org/toc/1784-5092	"CeROArt : Conservation, Exposition, Restauration d'Objets d'Art"	"Academic journal published by Association CeROArt , covering the subjects:  Fine Arts: Arts in general"	Q737498	78209	Q50534622	2.01803E+13	
41713838	1070	1787-064X	https://doaj.org/toc/1787-064X	Acta Silvatica & Lignaria Hungarica	"Academic journal published by De Gruyter Open , covering the subjects:  Agriculture: Forestry"	Q737498	78209	Q50814601	2.01803E+13	
41713839	1070	1788-2591	https://doaj.org/toc/1788-2591	Practice and Theory in Systems of Education	"Academic journal published by De Gruyter Open , covering the subjects:  Education"	Q737498	78209	Q50814600	2.01803E+13	
41710643	1070	1789-4921	https://doaj.org/toc/1789-4921	Acta Geographica Debrecina: Landscape and Environment Series	"Academic journal published by University of Debrecen , covering the subjects:  Geography. Anthropology. Recreation: Environmental sciences | Science: Biology (General): Ecology"	Q737498	78209	Q50534621	2.01803E+13	
41710644	1070	1790-3572	https://doaj.org/toc/1790-3572	Historical Review	"Academic journal published by Institute for Neohellenic Research , covering the subjects:  History (General) and history of Europe: History (General): Modern history, 1453-"	Q737498	15527	Q15762500	2.01803E+13	
41713840	1070	1790-9899	https://doaj.org/toc/1790-9899	MIBES Transactions On Line	"Academic journal published by T.E.I. of Thessaly , covering the subjects:  Social Sciences: Commerce: Business | Social Sciences: Economic theory. Demography: Economics as a science"	Q737498	78209	Q50814599	2.01803E+13	
41710645	1070	1791-1362	https://doaj.org/toc/1791-1362	Epistīmonika Chronika	"Academic journal published by Scientific Council of the General Hospital of Piraeus Tzaneion , covering the subjects:  Medicine"	Q737498	78209	Q50534619	2.01803E+13	
41710646	1070	1791-261X	https://doaj.org/toc/1791-261X	"Review of Science, Mathematics and ICT Education"	"Academic journal published by Metaichmio Publications , covering the subjects:  Education | Science: Mathematics"	Q737498	78209	Q50534618	2.01803E+13	
41710647	1070	1791-4027	https://doaj.org/toc/1791-4027	Choregia	"Academic journal published by Greek Center for Sport Science Research , covering the subjects:  Geography. Anthropology. Recreation: Recreation. Leisure: Sports"	Q737498	78209	Q50534617	2.01803E+13	
41713842	1070	1791-4884	https://doaj.org/toc/1791-4884	Byzantina Symmeikta	"Academic journal published by National Hellenic Research Foundation , covering the subjects:  History (General) and history of Europe: History of Greece | History (General) and history of Europe: History (General): Medieval history"	Q737498	78209	Q50814596	2.01803E+13	
41710648	1070	1791-5120	https://doaj.org/toc/1791-5120	International Journal of Economic Sciences and Applied Research	"Academic journal published by Eastern Macedonia and Thrace Institute of Technology , covering the subjects:  Social Sciences: Commerce: Business"	Q737498	78209	Q50534615	2.01803E+13	
41710649	1070	1791-5201	https://doaj.org/toc/1791-5201	International Journal of Caring Sciences	"Academic journal published by Professor Despina Sapountzi-Krepia , covering the subjects:  Medicine: Nursing | Medicine: Public aspects of medicine"	Q737498	78209	Q50534612	2.01803E+13	
41710650	1070	1791-5767	https://doaj.org/toc/1791-5767	Practical Research in Innovation Management & Entrepreneurship	"Academic journal published by T.E.I. of Thessaly , covering the subjects:  Social Sciences: Industries. Land use. Labor: Management. Industrial management | Social Sciences: Commerce: Business"	Q737498	78209	Q50534611	2.01803E+13	
41710651	1070	1791-9002	https://doaj.org/toc/1791-9002	Ellīniko Periodiko tīs Nosīleutikīs Epistīmīs	"Academic journal published by Ene , covering the subjects:  Medicine: Nursing"	Q737498	78209	Q50534609	2.01803E+13	
41710652	1070	1791-9622	https://doaj.org/toc/1791-9622	Approaches: Music Therapy & Special Music Education	"Academic journal published by Greek Association of Primary Music Education Teachers , covering the subjects:  Music and books on Music: Musical instruction and study"	Q737498	78209	Q50534608	2.01803E+13	
41713843	1070	1792-1244	https://doaj.org/toc/1792-1244	Research Papers in Language Teaching and Learning	"Academic journal published by Hellenic Open University , covering the subjects:  Education: Special aspects of education | Language and Literature: English language"	Q737498	78209	Q50814595	2.01803E+13	
41710653	1070	1792-7919	https://doaj.org/toc/1792-7919	Rhythmos	"Academic journal published by Third Department of Cardiology, Athens University School of Medicine , covering the subjects:  Medicine: Internal medicine: Specialties of internal medicine: Diseases of the circulatory (Cardiovascular) system"	Q737498	78209	Q50534606	2.01803E+13	
41710654	1070	1794-1237	https://doaj.org/toc/1794-1237	Revista EIA	"Academic journal published by Universidad EIA , covering the subjects:  Technology: Engineering (General). Civil engineering (General)"	Q737498	78209	Q50534604	2.01803E+13	
41710655	1070	1794-192X	https://doaj.org/toc/1794-192X	Guillermo de Ockham	"Academic journal published by Universidad de San Buenaventura , covering the subjects:  Social Sciences"	Q737498	78209	Q50534600	2.01803E+13	
41710656	1070	1794-2470	https://doaj.org/toc/1794-2470	NOVA	"Academic journal published by Universidad Colegio Mayor de Cundinamarca , covering the subjects:  Medicine: Medicine (General) | Science: Biology (General)"	Q737498	78209	Q50534598	2.01803E+13	
41710657	1070	1794-2489	https://doaj.org/toc/1794-2489	Tabula Rasa: Revista de Humanidades	"Academic journal published by Universidad Colegio Mayor de Cundinamarca , covering the subjects:  Geography. Anthropology. Recreation: Anthropology | Social Sciences: Social sciences (General)"	Q737498	78209	Q50534597	2.01803E+13	
41710658	1070	1794-3108	https://doaj.org/toc/1794-3108	Revista Criminalidad	"Academic journal published by Policía Nacional de Colombia , covering the subjects:  Law: Law in general. Comparative and uniform law. Jurisprudence: Comparative law. International uniform law: Criminal law and procedure | Social Sciences: Social patholog"	Q737498	78209	Q50534596	2.01803E+13	
41710659	1070	1794-3841	https://doaj.org/toc/1794-3841	Hallazgos	"Academic journal published by Universidad Santo Tomás , covering the subjects:  General Works: History of scholarship and learning. The humanities | Social Sciences: Social sciences (General)"	Q737498	78209	Q50534594	2.01803E+13	
41710660	1070	1794-5887	https://doaj.org/toc/1794-5887	Co-herencia: Revista de Humanidades	"Academic journal published by Universidad EAFIT , covering the subjects:  History America | Language and Literature | Philosophy. Psychology. Religion"	Q737498	78209	Q50534592	2.01803E+13	
41710661	1070	1794-5992	https://doaj.org/toc/1794-5992	Duazary	"Academic journal published by Universidad del Magdalena , covering the subjects:  Medicine: Medicine (General)"	Q737498	78209	Q50534590	2.01803E+13	
41710662	1070	1794-8231	https://doaj.org/toc/1794-8231	Ecomatemático	"Academic journal published by Universidad Francisco de Paula Santander , covering the subjects:  Education: Special aspects of education | Science: Mathematics"	Q737498	78209	Q50534588	2.01803E+13	
41710663	1070	1794-8886	https://doaj.org/toc/1794-8886	Memorias	"Academic journal published by Universidad del Norte , covering the subjects:  Auxiliary sciences of history: Archaeology | History America: Latin America. Spanish America"	Q737498	78209	Q50534587	2.01803E+13	
41710664	1070	1794-8932	https://doaj.org/toc/1794-8932	Sophia	"Academic journal published by Universidad La Gran Colombia , covering the subjects:  Education: Education (General) | Education: Theory and practice of education"	Q737498	78209	Q50534586	2.01803E+13	
41710665	1070	1794-9165	https://doaj.org/toc/1794-9165	Ingeniería y Ciencia	"Academic journal published by Universidad EAFIT , covering the subjects:  Technology | Science: Science (General)"	Q737498	78209	Q50534585	2.01803E+13	
41710666	1070	1794-9831	https://doaj.org/toc/1794-9831	Ciencia y Cuidado	"Academic journal published by Universidad Francisco de Paula Santander , covering the subjects:  Medicine: Nursing | Medicine: Internal medicine: Medical emergencies. Critical care. Intensive care. First aid"	Q737498	78209	Q50534583	2.01803E+13	
41710667	1070	1794-9998	https://doaj.org/toc/1794-9998	Diversitas: Perspectivas en Psicología	"Academic journal published by Universidad Santo Tomás , covering the subjects:  Philosophy. Psychology. Religion: Psychology"	Q737498	78209	Q50534582	2.01803E+13	
41713844	1070	1796-4407	https://doaj.org/toc/1796-4407	Uskonnontutkija	"Academic journal published by Finnish Society for the Study of Religion , covering the subjects:  Philosophy. Psychology. Religion: Religions. Mythology. Rationalism: Religion (General)"	Q737498	78209	Q50814593	2.01803E+13	
41713845	1070	1797-2299	https://doaj.org/toc/1797-2299	Kasvatus & Aika	"Academic journal published by Finnish Society for the History of Education , covering the subjects:  Education: History of education"	Q737498	78209	Q50814591	2.01803E+13	
41713846	1070	1799-3121	https://doaj.org/toc/1799-3121	Approaching Religion	"Academic journal published by Donner Institute , covering the subjects:  Philosophy. Psychology. Religion: Religions. Mythology. Rationalism: Religion (General)"	Q737498	78209	Q50814589	2.01803E+13	
41713847	1070	1799-3350	https://doaj.org/toc/1799-3350	Journal of Military Studies	"Academic journal published by De Gruyter Open , covering the subjects:  Military Science"	Q737498	78209	Q50814588	2.01803E+13	
41710668	1070	1799-8204	https://doaj.org/toc/1799-8204	International Journal of Sino-Western Studies	"Academic journal published by Sanovan Press , covering the subjects:  Geography. Anthropology. Recreation: Geography (General) | Philosophy. Psychology. Religion: Religions. Mythology. Rationalism: Religion (General)"	Q737498	78209	Q50534579	2.01803E+13	
41710669	1070	1800-279X	https://doaj.org/toc/1800-279X	Ruhuna Journal of Science	"Academic journal published by University of Ruhuna , covering the subjects:  Science: Science (General)"	Q737498	78209	Q50534576	2.01803E+13	
41710670	1070	1800-4156	https://doaj.org/toc/1800-4156	The International Journal on Advances in ICT for Emerging Regions	"Academic journal published by University of Colombo School of Computing , covering the subjects:  Technology: Electrical engineering. Electronics. Nuclear engineering: Electronics: Computer engineering. Computer hardware | Science: Mathematics: Instrument"	Q737498	78209	Q50534575	2.01803E+13	
41710671	1070	1800-6450	https://doaj.org/toc/1800-6450	International Journal for Quality Research	"Academic journal published by  Center for Quality, Faculty of Engineering, University of Kragujevac, Serbia , covering the subjects:  Social Sciences: Industries. Land use. Labor: Management. Industrial management"	Q737498	78209	Q50534574	2.01803E+13	
41710672	1070	1800-8755	https://doaj.org/toc/1800-8755	Montenegrin Journal of Sports Science and Medicine	"Academic journal published by Montenegrin Sports Academy , covering the subjects:  Geography. Anthropology. Recreation: Recreation. Leisure: Sports | Medicine: Internal medicine: Special situations and conditions: Sports medicine"	Q737498	78209	Q50534573	2.01803E+13	
41710673	1070	1801-0865	https://doaj.org/toc/1801-0865	Echo des Etudes Romanes	"Academic journal published by University of South Bohemia, Ceske Budejovice , covering the subjects:  Language and Literature: Philology. Linguistics | Language and Literature: French literature - Italian literature - Spanish literature - Portuguese liter"	Q737498	78209	Q50534571	2.01803E+13	
41710674	1070	1801-1764	https://doaj.org/toc/1801-1764	"Transactions of the VŠB: Technical University of Ostrava, Safety Engineering Series"	"Academic journal published by VŠB – Technical University of Ostrava, Faculty of Safety Engineering , covering the subjects:  Technology: Technology (General): Industrial directories: Industrial safety. Industrial accident prevention | Social Sciences: Ind"	Q737498	78209	Q50534568	2.01803E+13	
41710675	1070	1801-3422	https://doaj.org/toc/1801-3422	Politics in Central Europe	"Academic journal published by De Gruyter Online , covering the subjects:  Political science"	Q737498	78209	Q50534566	2.01803E+13	
41710676	1070	1801-5395	https://doaj.org/toc/1801-5395	Soil and Water Research	"Academic journal published by Czech Academy of Agricultural Sciences , covering the subjects:  Agriculture"	Q737498	78209	Q50534565	2.01803E+13	
41713848	1070	1801-8807	https://doaj.org/toc/1801-8807	AntropoWebzin	"Academic journal published by AntropoWeb , covering the subjects:  Geography. Anthropology. Recreation: Anthropology"	Q737498	78209	Q50814586	2.01803E+13	
41713849	1070	1802-2170	https://doaj.org/toc/1802-2170	Ergo	"Academic journal published by De Gruyter Open , covering the subjects:  Technology"	Q737498	78209	Q50814582	2.01803E+13	
41710677	1070	1802-2308	https://doaj.org/toc/1802-2308	Advances in Military Technology	"Academic journal published by University of Defence , covering the subjects:  Military Science"	Q737498	78209	Q50534564	2.01803E+13	
41713850	1070	1802-2669	https://doaj.org/toc/1802-2669	Geoinformatics FCE CTU	"Academic journal published by Czech Technical University in Prague , covering the subjects:  Geography. Anthropology. Recreation: Mathematical geography. Cartography | Science: Astronomy: Geodesy"	Q737498	78209	Q50814579	2.01803E+13	
41713851	1070	1802-3061	https://doaj.org/toc/1802-3061	Envigogika	"Academic journal published by Karolinum Press , covering the subjects:  Education: Special aspects of education | Geography. Anthropology. Recreation: Environmental sciences"	Q737498	78209	Q50814717	2.01803E+13	
41710678	1070	1802-4637	https://doaj.org/toc/1802-4637	Orbis Scholae	"Academic journal published by Karolinum Press , covering the subjects:  Education"	Q737498	78209	Q50534563	2.01803E+13	
41710679	1070	1802-4866	https://doaj.org/toc/1802-4866	Central European Journal of Public Policy	"Academic journal published by De Gruyter Open , covering the subjects:  Political science"	Q737498	78209	Q50534560	2.01803E+13	
41710680	1070	1802-5420	https://doaj.org/toc/1802-5420	GeoScience Engineering	"Academic journal published by De Gruyter Open , covering the subjects:  Science: Geology"	Q737498	78209	Q50534558	2.01803E+13	
41710681	1070	1802-680X	https://doaj.org/toc/1802-680X	Applied and Computational Mechanics	"Academic journal published by University of West Bohemia, Pilsen , covering the subjects:  Technology: Engineering (General). Civil engineering (General): Mechanics of engineering. Applied mechanics"	Q737498	78209	Q50534555	2.01803E+13	
41710682	1070	1802-792X	https://doaj.org/toc/1802-792X	ACTA VŠFS	"Academic journal published by University of Finance and Administration , covering the subjects:  Social Sciences: Economic theory. Demography: Economics as a science"	Q737498	78209	Q50534554	2.01803E+13	
41710683	1070	1802-8527	https://doaj.org/toc/1802-8527	Trendy Ekonomiky a Managementu	"Academic journal published by Faculty of Business and Management , covering the subjects:  Social Sciences: Commerce: Business"	Q737498	78209	Q50534553	2.01803E+13	
41713852	1070	1802-8853	https://doaj.org/toc/1802-8853	E-psychologie	"Academic journal published by Czech-Moravian Psychological Society (CMPS) , covering the subjects:  Philosophy. Psychology. Religion: Psychology"	Q737498	78209	Q50814716	2.01803E+13	
41710684	1070	1803-537X	https://doaj.org/toc/1803-537X	Journal of Technology and Information Education	"Academic journal published by Palacký University Olomouc , covering the subjects:  Education"	Q737498	78209	Q50534551	2.01803E+13	
41710685	1070	1803-7437	https://doaj.org/toc/1803-7437	Studia Paedagogica	"Academic journal published by Masaryk University , covering the subjects:  Education"	Q737498	78209	Q45093608	2.01803E+13	
41710686	1070	1803-8417	https://doaj.org/toc/1803-8417	European Countryside	"Academic journal published by De Gruyter Open , covering the subjects:  Agriculture | Social Sciences"	Q737498	78209	Q50534548	2.01803E+13	
41710687	1070	1803-8670	https://doaj.org/toc/1803-8670	Psychologie pro Praxi	"Academic journal published by Karolinum Press , covering the subjects:  Philosophy. Psychology. Religion: Psychology"	Q737498	78209	Q50534545	2.01803E+13	
41710688	1070	1803-9278	https://doaj.org/toc/1803-9278	Psychology and its Contexts	"Academic journal published by University of Ostrava , covering the subjects:  Philosophy. Psychology. Religion: Psychology"	Q737498	78209	Q50534544	2.01803E+13	
41713853	1070	1804-0462	https://doaj.org/toc/1804-0462	Prague Bulletin of Mathematical Linguistics	"Academic journal published by De Gruyter Open , covering the subjects:  Language and Literature: Philology. Linguistics: Computational linguistics. Natural language processing"	Q737498	78209	Q50814714	2.01803E+13	
41710689	1070	1804-0616	https://doaj.org/toc/1804-0616	Historicka Sociologie	"Academic journal published by Karolinum Press , covering the subjects:  Social Sciences: Sociology (General)"	Q737498	78209	Q50534543	2.01803E+13	
41710690	1070	1804-1132	https://doaj.org/toc/1804-1132	Historie - Otázky - Problémy	"Academic journal published by Filozofická fakulta Univerzity Karlovy , covering the subjects:  History (General) and history of Europe: History of Central Europe"	Q737498	78209	Q29156045	2.01803E+13	
41713854	1070	1804-1663	https://doaj.org/toc/1804-1663	Review of Economic Perspectives	"Academic journal published by De Gruyter Open , covering the subjects:  Social Sciences: Economic theory. Demography: Economics as a science"	Q737498	78209	Q50814713	2.01803E+13	
41710691	1070	1804-171X	https://doaj.org/toc/1804-171X	Journal of Competitiveness	"Academic journal published by Tomas Bata University in Zlín , covering the subjects:  Social Sciences: Commerce: Business"	Q737498	78209	Q50534542	2.01803E+13	
41710692	1070	1804-2724	https://doaj.org/toc/1804-2724	Journal of Systems Integration	"Academic journal published by Czech Society of Systems Integration , covering the subjects:  Science: Mathematics: Instruments and machines: Electronic computers. Computer science"	Q737498	78209	Q50552591	2.01803E+13	
41710693	1070	1804-3240	https://doaj.org/toc/1804-3240	Studie z Aplikované Lingvistiky	"Academic journal published by Filozofická fakulta Univerzity Karlovy , covering the subjects:  Language and Literature: Philology. Linguistics"	Q737498	78209	Q29155856	2.01803E+13	
41713855	1070	1804-4824	https://doaj.org/toc/1804-4824	"Transactions of the VŠB: Technical University of Ostrava, Civil Engineering Series"	"Academic journal published by De Gruyter Open , covering the subjects:  Technology: Engineering (General). Civil engineering (General)"	Q737498	78209	Q50814712	2.01803E+13	
41710694	1070	1804-5081	https://doaj.org/toc/1804-5081	Financial Assets and Investing	"Academic journal published by Masaryk University , covering the subjects:  Social Sciences: Finance"	Q737498	78209	Q50552590	2.01803E+13	
41710695	1070	1804-5588	https://doaj.org/toc/1804-5588	Acta Universitatis Carolinae Theologica	"Academic journal published by Karolinum Press , covering the subjects:  Philosophy. Psychology. Religion: Christianity"	Q737498	15527	Q15838296	2.01803E+13	
41713856	1070	1804-7106	https://doaj.org/toc/1804-7106	Scientia in Educatione	"Academic journal published by Charles University in Prague, Faculty of Education , covering the subjects:  Education"	Q737498	78209	Q50814711	2.01803E+13	
41713857	1070	1804-8285	https://doaj.org/toc/1804-8285	Danube	"Academic journal published by De Gruyter Open , covering the subjects:  Law | Social Sciences: Economic theory. Demography: Economics as a science"	Q737498	78209	Q50814710	2.01803E+13	
41710696	1070	1805-0174	https://doaj.org/toc/1805-0174	European Journal of Environmental Sciences	"Academic journal published by Karolinum Press , covering the subjects:  Science: Biology (General): Ecology"	Q737498	78209	Q50552589	2.01803E+13	
41710697	1070	1805-0603	https://doaj.org/toc/1805-0603	Trendy v podnikání	"Academic journal published by Vydavatelství ZČU v Plzni , covering the subjects:  Social Sciences: Commerce: Business"	Q737498	78209	Q50552586	2.01803E+13	
