journal,issn
http://www.wikidata.org/entity/Q27724616,2090-729X
http://www.wikidata.org/entity/Q27724630,2146-8389
http://www.wikidata.org/entity/Q27724639,2090-8008
http://www.wikidata.org/entity/Q27724732,2076-9172
http://www.wikidata.org/entity/Q27724777,2076-3905
http://www.wikidata.org/entity/Q27724773,2151-9617
http://www.wikidata.org/entity/Q27724783,2153-2435
http://www.wikidata.org/entity/Q27724798,2146-2909
http://www.wikidata.org/entity/Q27725009,2076-3263
http://www.wikidata.org/entity/Q27725030,2090-3073
http://www.wikidata.org/entity/Q27725030,2090-3081
http://www.wikidata.org/entity/Q27725036,2090-8784
http://www.wikidata.org/entity/Q27725142,2090-9454
http://www.wikidata.org/entity/Q27725267,2079-9780
http://www.wikidata.org/entity/Q27725267,2079-9799
http://www.wikidata.org/entity/Q27725310,2084-7688
http://www.wikidata.org/entity/Q27725314,2090-8520
http://www.wikidata.org/entity/Q27725325,2090-6641
http://www.wikidata.org/entity/Q27725325,2090-665X
http://www.wikidata.org/entity/Q27725356,2093-985X
http://www.wikidata.org/entity/Q27725356,2093-9868
http://www.wikidata.org/entity/Q27725382,2091-0800
http://www.wikidata.org/entity/Q27725472,2090-8725
http://www.wikidata.org/entity/Q27725639,2073-445X
http://www.wikidata.org/entity/Q27725862,2152-0798
http://www.wikidata.org/entity/Q27725862,2152-0801
http://www.wikidata.org/entity/Q27725910,2072-666X
http://www.wikidata.org/entity/Q27725941,2151-1853
http://www.wikidata.org/entity/Q27726127,2095-7467
http://www.wikidata.org/entity/Q27726141,2155-6199
http://www.wikidata.org/entity/Q27726178,2056-9890
http://www.wikidata.org/entity/Q27726218,2054-9865
http://www.wikidata.org/entity/Q27726299,2055-0278
http://www.wikidata.org/entity/Q27726498,2075-4418
http://www.wikidata.org/entity/Q27726547,2058-7554
http://www.wikidata.org/entity/Q27726800,2089-208X
http://www.wikidata.org/entity/Q27726986,2056-2802
http://www.wikidata.org/entity/Q27727018,2095-4271
http://www.wikidata.org/entity/Q27727061,2055-7094
http://www.wikidata.org/entity/Q27727144,2055-2238
http://www.wikidata.org/entity/Q27727228,2057-150X
http://www.wikidata.org/entity/Q27727228,2057-1518
http://www.wikidata.org/entity/Q27727264,2056-7189
http://www.wikidata.org/entity/Q27727292,2056-3973
http://www.wikidata.org/entity/Q27727320,2153-0785
http://www.wikidata.org/entity/Q27727320,2153-0793
http://www.wikidata.org/entity/Q27727375,2061-0947
http://www.wikidata.org/entity/Q27727375,2061-0955
http://www.wikidata.org/entity/Q27727489,2055-4788
http://www.wikidata.org/entity/Q27727496,2155-9546
http://www.wikidata.org/entity/Q27727524,2059-7908
http://www.wikidata.org/entity/Q27727555,2149-8695
http://www.wikidata.org/entity/Q27727555,2149-8709
http://www.wikidata.org/entity/Q27727594,2056-7936
http://www.wikidata.org/entity/Q27727606,2055-1045
http://www.wikidata.org/entity/Q27727630,2150-4059
http://www.wikidata.org/entity/Q27727630,2150-4067
http://www.wikidata.org/entity/Q27727638,2059-450X
http://www.wikidata.org/entity/Q27709642,2174-2030
http://www.wikidata.org/entity/Q27723593,2157-7013
http://www.wikidata.org/entity/Q27723714,2175-3393
http://www.wikidata.org/entity/Q27723735,2157-7609
http://www.wikidata.org/entity/Q27723742,2158-0111
http://www.wikidata.org/entity/Q27723918,2164-6821
http://www.wikidata.org/entity/Q27723926,2158-284X
http://www.wikidata.org/entity/Q27723926,2158-2882
http://www.wikidata.org/entity/Q27723932,2161-4393
http://www.wikidata.org/entity/Q27723932,2161-4407
http://www.wikidata.org/entity/Q27723946,2190-8567
http://www.wikidata.org/entity/Q27723954,2157-7412
http://www.wikidata.org/entity/Q27723955,2157-7552
http://www.wikidata.org/entity/Q27724026,2161-0940
http://www.wikidata.org/entity/Q27724042,2190-0493
http://www.wikidata.org/entity/Q27724042,2190-0507
http://www.wikidata.org/entity/Q27724199,2157-7463
http://www.wikidata.org/entity/Q27724273,2162-4178
http://www.wikidata.org/entity/Q27724273,2162-4186
http://www.wikidata.org/entity/Q27724303,2165-7890
http://www.wikidata.org/entity/Q27724430,2165-882X
http://www.wikidata.org/entity/Q27724430,2165-8846
http://www.wikidata.org/entity/Q27724431,2168-0450
http://www.wikidata.org/entity/Q27724457,2157-9083
http://www.wikidata.org/entity/Q27724457,2157-9091
http://www.wikidata.org/entity/Q27724512,2161-0444
http://www.wikidata.org/entity/Q27724534,2169-3285
http://www.wikidata.org/entity/Q27724534,2169-3323
http://www.wikidata.org/entity/Q27724536,2169-1401
http://www.wikidata.org/entity/Q27724536,2169-141X
http://www.wikidata.org/entity/Q27724549,2162-1969
http://www.wikidata.org/entity/Q27724549,2162-1977
http://www.wikidata.org/entity/Q27724553,2167-3039
http://www.wikidata.org/entity/Q27724603,2166-2630
http://www.wikidata.org/entity/Q27724603,2166-2649
http://www.wikidata.org/entity/Q27724601,2161-0681
http://www.wikidata.org/entity/Q27724637,2167-4841
http://www.wikidata.org/entity/Q27724673,2166-0980
http://www.wikidata.org/entity/Q27724673,2166-0999
http://www.wikidata.org/entity/Q27724760,2160-6072
http://www.wikidata.org/entity/Q27724764,2166-5885
http://www.wikidata.org/entity/Q27724764,2166-5931
http://www.wikidata.org/entity/Q27724776,2167-0897
http://www.wikidata.org/entity/Q27724903,2163-8241
http://www.wikidata.org/entity/Q27724958,2165-4328
http://www.wikidata.org/entity/Q27724958,2165-4336
http://www.wikidata.org/entity/Q27724957,2165-428X
http://www.wikidata.org/entity/Q27724957,2165-4298
http://www.wikidata.org/entity/Q27725007,2162-5816
http://www.wikidata.org/entity/Q27725007,2162-5824
http://www.wikidata.org/entity/Q27725067,2160-5831
http://www.wikidata.org/entity/Q27725067,2160-5858
http://www.wikidata.org/entity/Q27725158,2168-9873
http://www.wikidata.org/entity/Q27725193,2161-0487
http://www.wikidata.org/entity/Q27725207,2161-8070
http://www.wikidata.org/entity/Q27725207,2161-8089
http://www.wikidata.org/entity/Q27725211,2190-8249
http://www.wikidata.org/entity/Q27725249,2160-8792
http://www.wikidata.org/entity/Q27725249,2160-8806
http://www.wikidata.org/entity/Q27725296,2168-023X
http://www.wikidata.org/entity/Q27725296,2168-0248
http://www.wikidata.org/entity/Q27725362,2156-8650
http://www.wikidata.org/entity/Q27725487,2165-1434
http://www.wikidata.org/entity/Q27725487,2165-1442
http://www.wikidata.org/entity/Q27725510,2167-0250
http://www.wikidata.org/entity/Q27725546,2161-718X
http://www.wikidata.org/entity/Q27725546,2161-7198
http://www.wikidata.org/entity/Q27725611,2165-0012
http://www.wikidata.org/entity/Q27725611,2165-0020
http://www.wikidata.org/entity/Q27725656,2161-4687
http://www.wikidata.org/entity/Q27725656,2161-4695
http://www.wikidata.org/entity/Q27725683,2168-9849
http://www.wikidata.org/entity/Q27725694,2167-7956
http://www.wikidata.org/entity/Q27725778,2168-9431
http://www.wikidata.org/entity/Q27725840,2162-139X
http://www.wikidata.org/entity/Q27725840,2162-142X
http://www.wikidata.org/entity/Q27726053,2156-731X
http://www.wikidata.org/entity/Q27726085,2161-0533
http://www.wikidata.org/entity/Q27726233,2157-7110
http://www.wikidata.org/entity/Q27726305,2190-5487
http://www.wikidata.org/entity/Q27726305,2190-5495
http://www.wikidata.org/entity/Q27726472,2190-5509
http://www.wikidata.org/entity/Q27726472,2190-5517
http://www.wikidata.org/entity/Q27726598,2168-0159
http://www.wikidata.org/entity/Q27726669,2175-3598
http://www.wikidata.org/entity/Q27726752,2160-2824
http://www.wikidata.org/entity/Q27726767,2166-9597
http://www.wikidata.org/entity/Q27726767,2166-9600
http://www.wikidata.org/entity/Q27727109,2167-7921
http://www.wikidata.org/entity/Q27727131,2190-4936
http://www.wikidata.org/entity/Q27727260,2167-7948
http://www.wikidata.org/entity/Q27727315,2167-6801
http://www.wikidata.org/entity/Q27727323,2164-0505
http://www.wikidata.org/entity/Q27727323,2164-0513
http://www.wikidata.org/entity/Q27727468,2168-9776
http://www.wikidata.org/entity/Q27727504,2167-910X
http://www.wikidata.org/entity/Q27727659,2189-0102
http://www.wikidata.org/entity/Q27727659,2189-0110
http://www.wikidata.org/entity/Q27727675,2174-3487
http://www.wikidata.org/entity/Q27727675,2174-9221
http://www.wikidata.org/entity/Q27714118,2235-1884
http://www.wikidata.org/entity/Q27721041,2278-7100
http://www.wikidata.org/entity/Q27721148,2241-6293
http://www.wikidata.org/entity/Q27723393,2221-2825
http://www.wikidata.org/entity/Q27723860,2233-7822
http://www.wikidata.org/entity/Q27723860,2233-7830
http://www.wikidata.org/entity/Q27723882,2210-9838
http://www.wikidata.org/entity/Q27723944,2191-2858
http://www.wikidata.org/entity/Q27723968,2250-2319
http://www.wikidata.org/entity/Q27724000,2229-709X
http://www.wikidata.org/entity/Q27724000,2229-7138
http://www.wikidata.org/entity/Q27724018,2218-5836
http://www.wikidata.org/entity/Q27724021,2231-1963
http://www.wikidata.org/entity/Q27724056,2228-7477
http://www.wikidata.org/entity/Q27724290,2230-522X
http://www.wikidata.org/entity/Q27724401,2261-2211
http://www.wikidata.org/entity/Q27724401,2261-3684
http://www.wikidata.org/entity/Q27724448,2211-3398
http://www.wikidata.org/entity/Q27724455,2210-6766
http://www.wikidata.org/entity/Q27724455,2210-6774
http://www.wikidata.org/entity/Q27724485,2234-8565
http://www.wikidata.org/entity/Q27724560,2277-9531
http://www.wikidata.org/entity/Q27724655,2230-2271
http://www.wikidata.org/entity/Q27724686,2213-4344
http://www.wikidata.org/entity/Q27724715,2213-4794
http://www.wikidata.org/entity/Q27724715,2213-4808
http://www.wikidata.org/entity/Q27724728,2191-7043
http://www.wikidata.org/entity/Q27724733,2193-6358
http://www.wikidata.org/entity/Q27724733,2193-6366
http://www.wikidata.org/entity/Q27724751,2213-2317
http://www.wikidata.org/entity/Q27724744,2260-1341
http://www.wikidata.org/entity/Q27724744,2273-4309
http://www.wikidata.org/entity/Q27724810,2211-5056
http://www.wikidata.org/entity/Q27724810,2211-5072
http://www.wikidata.org/entity/Q27724823,2221-0997
http://www.wikidata.org/entity/Q27724823,2221-1004
http://www.wikidata.org/entity/Q27724946,2213-235X
http://www.wikidata.org/entity/Q27724946,2213-2368
http://www.wikidata.org/entity/Q27724964,2241-2328
http://www.wikidata.org/entity/Q27724964,2241-2336
http://www.wikidata.org/entity/Q27724993,2211-6753
http://www.wikidata.org/entity/Q27725008,2233-9337
http://www.wikidata.org/entity/Q27725033,2225-4110
http://www.wikidata.org/entity/Q27725071,2212-828X
http://www.wikidata.org/entity/Q27725071,2212-8298
http://www.wikidata.org/entity/Q27725108,2224-3992
http://www.wikidata.org/entity/Q27725108,2224-6509
http://www.wikidata.org/entity/Q27725262,2213-0764
http://www.wikidata.org/entity/Q27725262,2213-0772
http://www.wikidata.org/entity/Q27725283,2220-9964
http://www.wikidata.org/entity/Q27725315,2196-2952
http://www.wikidata.org/entity/Q27725317,2212-4292
http://www.wikidata.org/entity/Q27725317,2212-4306
http://www.wikidata.org/entity/Q27725345,2229-6107
http://www.wikidata.org/entity/Q27725407,2212-0661
http://www.wikidata.org/entity/Q27725414,2196-3061
http://www.wikidata.org/entity/Q27725466,2230-245X
http://www.wikidata.org/entity/Q27725492,2214-7500
http://www.wikidata.org/entity/Q27725618,2278-3008
http://www.wikidata.org/entity/Q27725621,2278-5124
http://www.wikidata.org/entity/Q27725792,2211-4599
http://www.wikidata.org/entity/Q27725789,2276-6944
http://www.wikidata.org/entity/Q27725856,2249-4669
http://www.wikidata.org/entity/Q27725856,2249-4677
http://www.wikidata.org/entity/Q27725884,2213-5383
http://www.wikidata.org/entity/Q27725888,2215-0161
http://www.wikidata.org/entity/Q27725896,2278-599X
http://www.wikidata.org/entity/Q27725937,2213-0586
http://www.wikidata.org/entity/Q27726017,2249-9571
http://www.wikidata.org/entity/Q27726125,2224-3208
http://www.wikidata.org/entity/Q27726125,2225-093X
http://www.wikidata.org/entity/Q27726236,2198-641X
http://www.wikidata.org/entity/Q27726248,2226-0439
http://www.wikidata.org/entity/Q27726324,2198-6428
http://www.wikidata.org/entity/Q27726315,2277-663X
http://www.wikidata.org/entity/Q27726315,2278-3687
http://www.wikidata.org/entity/Q27726316,2249-2399
http://www.wikidata.org/entity/Q27726463,2194-0509
http://www.wikidata.org/entity/Q27726463,2194-0517
http://www.wikidata.org/entity/Q27726515,2230-3154
http://www.wikidata.org/entity/Q27726527,2214-031X
http://www.wikidata.org/entity/Q27726609,2197-0378
http://www.wikidata.org/entity/Q27726634,2194-3990
http://www.wikidata.org/entity/Q27726648,2248-3004
http://www.wikidata.org/entity/Q27726668,2198-9761
http://www.wikidata.org/entity/Q27726668,2199-1170
http://www.wikidata.org/entity/Q27726694,2198-6096
http://www.wikidata.org/entity/Q27726881,2218-6220
http://www.wikidata.org/entity/Q27726901,2213-6304
http://www.wikidata.org/entity/Q27726901,2213-6312
http://www.wikidata.org/entity/Q27726927,2218-6255
http://www.wikidata.org/entity/Q27727078,2224-4344
http://www.wikidata.org/entity/Q27727090,2211-5420
http://www.wikidata.org/entity/Q27727090,2211-5439
http://www.wikidata.org/entity/Q27727194,2213-6657
http://www.wikidata.org/entity/Q27727280,2193-9004
http://www.wikidata.org/entity/Q27727316,2226-4787
http://www.wikidata.org/entity/Q27727452,2258-0085
http://www.wikidata.org/entity/Q27727503,2193-8865
http://www.wikidata.org/entity/Q27727564,2198-7874
http://www.wikidata.org/entity/Q27709732,2333-2530
http://www.wikidata.org/entity/Q27713809,2332-8428
http://www.wikidata.org/entity/Q27713829,2309-1355
http://www.wikidata.org/entity/Q27717247,2340-6305
http://www.wikidata.org/entity/Q27718626,2306-2525
http://www.wikidata.org/entity/Q27723682,2327-770X
http://www.wikidata.org/entity/Q27724485,2287-3139
http://www.wikidata.org/entity/Q27724510,2314-5307
http://www.wikidata.org/entity/Q27724560,2319-6440
http://www.wikidata.org/entity/Q27724607,2325-369X
http://www.wikidata.org/entity/Q27724658,2314-4068
http://www.wikidata.org/entity/Q27724938,2327-204X
http://www.wikidata.org/entity/Q27725003,2329-9517
http://www.wikidata.org/entity/Q27725035,2314-4084
http://www.wikidata.org/entity/Q27725058,2315-6422
http://www.wikidata.org/entity/Q27725053,2330-9989
http://www.wikidata.org/entity/Q27725104,2307-8960
http://www.wikidata.org/entity/Q27725161,2334-2838
http://www.wikidata.org/entity/Q27725177,2333-6641
http://www.wikidata.org/entity/Q27725203,2322-5939
http://www.wikidata.org/entity/Q27725280,2317-1782
http://www.wikidata.org/entity/Q27725353,2327-4638
http://www.wikidata.org/entity/Q27725368,2330-0558
http://www.wikidata.org/entity/Q27725368,2330-0566
http://www.wikidata.org/entity/Q27725369,2333-6676
http://www.wikidata.org/entity/Q27725424,2314-5420
http://www.wikidata.org/entity/Q27725427,2325-9701
http://www.wikidata.org/entity/Q27725430,2329-888X
http://www.wikidata.org/entity/Q27725450,2296-2646
http://www.wikidata.org/entity/Q27725460,2332-2403
http://www.wikidata.org/entity/Q27725488,2296-634X
http://www.wikidata.org/entity/Q27725554,2291-5222
http://www.wikidata.org/entity/Q27725548,2324-6200
http://www.wikidata.org/entity/Q27725549,2333-4851
http://www.wikidata.org/entity/Q27725577,2321-7235
http://www.wikidata.org/entity/Q27725602,2314-4750
http://www.wikidata.org/entity/Q27725618,2319-7676
http://www.wikidata.org/entity/Q27725632,2328-353X
http://www.wikidata.org/entity/Q27725640,2332-7774
http://www.wikidata.org/entity/Q27725681,2300-2271
http://www.wikidata.org/entity/Q27725693,2314-6516
http://www.wikidata.org/entity/Q27725715,2330-3131
http://www.wikidata.org/entity/Q27725715,2330-314X
http://www.wikidata.org/entity/Q27725716,2314-789X
http://www.wikidata.org/entity/Q27725735,2308-4138
http://www.wikidata.org/entity/Q27725737,2330-1910
http://www.wikidata.org/entity/Q27725798,2333-6692
http://www.wikidata.org/entity/Q27725905,2307-5023
http://www.wikidata.org/entity/Q27725943,2333-7125
http://www.wikidata.org/entity/Q27725953,2328-8957
http://www.wikidata.org/entity/Q27725956,2326-3253
http://www.wikidata.org/entity/Q27725971,2345-2781
http://www.wikidata.org/entity/Q27725987,2329-9711
http://www.wikidata.org/entity/Q27725987,2329-972X
http://www.wikidata.org/entity/Q27726002,2282-4324
http://www.wikidata.org/entity/Q27726046,2291-9279
http://www.wikidata.org/entity/Q27726050,2332-287X
http://www.wikidata.org/entity/Q27726140,2284-2594
http://www.wikidata.org/entity/Q27726181,2296-858X
http://www.wikidata.org/entity/Q27726182,2322-181X
http://www.wikidata.org/entity/Q27726182,2345-2005
http://www.wikidata.org/entity/Q27726271,2333-2719
http://www.wikidata.org/entity/Q27726271,2333-3286
http://www.wikidata.org/entity/Q27726307,2329-8847
http://www.wikidata.org/entity/Q27726379,2333-3928
http://www.wikidata.org/entity/Q27726408,2313-6537
http://www.wikidata.org/entity/Q27726408,2313-6545
http://www.wikidata.org/entity/Q27726420,2296-889X
http://www.wikidata.org/entity/Q27726482,2334-265X
http://www.wikidata.org/entity/Q27726538,2325-9981
http://www.wikidata.org/entity/Q27726536,2330-3891
http://www.wikidata.org/entity/Q27726677,2309-5393
http://www.wikidata.org/entity/Q27726784,2333-6625
http://www.wikidata.org/entity/Q27726810,2327-8579
http://www.wikidata.org/entity/Q27726810,2327-8595
http://www.wikidata.org/entity/Q27726831,2336-9744
http://www.wikidata.org/entity/Q27726836,2306-7527
http://www.wikidata.org/entity/Q27726962,2320-1215
http://www.wikidata.org/entity/Q27726962,2322-0112
http://www.wikidata.org/entity/Q27726964,2325-3193
http://www.wikidata.org/entity/Q27726964,2325-3215
http://www.wikidata.org/entity/Q27726970,2320-6810
http://www.wikidata.org/entity/Q27727042,2278-9847
http://www.wikidata.org/entity/Q27727042,2278-9855
http://www.wikidata.org/entity/Q27727155,2292-9495
http://www.wikidata.org/entity/Q27727186,2306-5354
http://www.wikidata.org/entity/Q27727221,2328-7292
http://www.wikidata.org/entity/Q27727221,2328-7306
http://www.wikidata.org/entity/Q27727247,2340-0021
http://www.wikidata.org/entity/Q27727269,2296-9365
http://www.wikidata.org/entity/Q27727269,2296-9403
http://www.wikidata.org/entity/Q27727290,2314-8314
http://www.wikidata.org/entity/Q27727353,2331-1908
http://www.wikidata.org/entity/Q27727399,2325-2626
http://www.wikidata.org/entity/Q27727407,2327-5626
http://www.wikidata.org/entity/Q27727407,2327-5634
http://www.wikidata.org/entity/Q27727442,2331-5059
http://www.wikidata.org/entity/Q27727442,2331-5075
http://www.wikidata.org/entity/Q27727444,2331-9542
http://www.wikidata.org/entity/Q27727444,2331-9569
http://www.wikidata.org/entity/Q2284414,2469-9950
http://www.wikidata.org/entity/Q2284414,2469-9969
http://www.wikidata.org/entity/Q23930059,2352-3409
http://www.wikidata.org/entity/Q27709575,8750-2186
http://www.wikidata.org/entity/Q27709737,8756-9787
http://www.wikidata.org/entity/Q27711010,8755-0199
http://www.wikidata.org/entity/Q27711655,2375-1169
http://www.wikidata.org/entity/Q27714908,8756-2057
http://www.wikidata.org/entity/Q27716341,8755-2450
http://www.wikidata.org/entity/Q27717175,8756-0801
http://www.wikidata.org/entity/Q27717301,8750-2666
http://www.wikidata.org/entity/Q27721181,2473-7445
http://www.wikidata.org/entity/Q27721181,2473-7453
http://www.wikidata.org/entity/Q27721670,2397-267X
http://www.wikidata.org/entity/Q27723568,2391-8241
http://www.wikidata.org/entity/Q27725389,2383-014X
http://www.wikidata.org/entity/Q27725490,2373-938X
http://www.wikidata.org/entity/Q27725693,2356-7538
http://www.wikidata.org/entity/Q27725716,2356-6787
http://www.wikidata.org/entity/Q27725905,2352-7536
http://www.wikidata.org/entity/Q27725976,2352-2895
http://www.wikidata.org/entity/Q27726048,2352-1554
http://www.wikidata.org/entity/Q27726070,2374-6904
http://www.wikidata.org/entity/Q27726081,2373-9312
http://www.wikidata.org/entity/Q27726157,2374-815X
http://www.wikidata.org/entity/Q27726192,2352-250X
http://www.wikidata.org/entity/Q27726200,2345-430X
http://www.wikidata.org/entity/Q27726200,2345-4318
http://www.wikidata.org/entity/Q27726257,2345-6825
http://www.wikidata.org/entity/Q27726257,2345-685X
http://www.wikidata.org/entity/Q27726369,2377-4304
http://www.wikidata.org/entity/Q27726387,2375-6314
http://www.wikidata.org/entity/Q27726387,2375-6322
http://www.wikidata.org/entity/Q27726396,2405-4577
http://www.wikidata.org/entity/Q27726480,2348-2125
http://www.wikidata.org/entity/Q27726480,2348-3644
http://www.wikidata.org/entity/Q27726499,2352-4316
http://www.wikidata.org/entity/Q27726540,2379-1039
http://www.wikidata.org/entity/Q27726586,2374-7943
http://www.wikidata.org/entity/Q27726586,2374-7951
http://www.wikidata.org/entity/Q27726665,2375-0383
http://www.wikidata.org/entity/Q27726665,2375-0391
http://www.wikidata.org/entity/Q27726672,2405-4674
http://www.wikidata.org/entity/Q27726672,2405-4682
http://www.wikidata.org/entity/Q27726702,2347-212X
http://www.wikidata.org/entity/Q27726709,2350-269X
http://www.wikidata.org/entity/Q27726717,2377-1372
http://www.wikidata.org/entity/Q27726708,2454-1842
http://www.wikidata.org/entity/Q27726755,2373-7972
http://www.wikidata.org/entity/Q27726782,2348-0394
http://www.wikidata.org/entity/Q27726777,2405-8033
http://www.wikidata.org/entity/Q27726857,2375-1916
http://www.wikidata.org/entity/Q27726857,2375-1924
http://www.wikidata.org/entity/Q27726897,2373-9975
http://www.wikidata.org/entity/Q27726995,2373-7662
http://www.wikidata.org/entity/Q27726995,2373-7670
http://www.wikidata.org/entity/Q27727003,2379-8408
http://www.wikidata.org/entity/Q27727058,2347-5625
http://www.wikidata.org/entity/Q27727058,2349-6673
http://www.wikidata.org/entity/Q27727056,2377-9292
http://www.wikidata.org/entity/Q27727060,2376-6808
http://www.wikidata.org/entity/Q27727120,2374-4677
http://www.wikidata.org/entity/Q27727156,2377-8261
http://www.wikidata.org/entity/Q27727165,2423-6330
http://www.wikidata.org/entity/Q27727183,2380-2359
http://www.wikidata.org/entity/Q27727187,2379-3708
http://www.wikidata.org/entity/Q27727185,2378-7880
http://www.wikidata.org/entity/Q27727193,2381-8964
http://www.wikidata.org/entity/Q27727251,2470-5020
http://www.wikidata.org/entity/Q27727290,2356-6892
http://www.wikidata.org/entity/Q27727352,2352-5878
http://www.wikidata.org/entity/Q27727400,2378-3516
http://www.wikidata.org/entity/Q27727423,2382-6436
http://www.wikidata.org/entity/Q27727423,2424-9092
http://www.wikidata.org/entity/Q27727451,2469-570X
http://www.wikidata.org/entity/Q27727480,2471-2531
http://www.wikidata.org/entity/Q27727530,2380-0755
http://www.wikidata.org/entity/Q27727543,2378-3079
http://www.wikidata.org/entity/Q27727568,2470-1025
http://www.wikidata.org/entity/Q27727600,2383-4625
http://www.wikidata.org/entity/Q27727614,2397-8686
http://www.wikidata.org/entity/Q27727599,2472-5048
http://www.wikidata.org/entity/Q27727643,2394-2118
http://www.wikidata.org/entity/Q27727643,2394-2126
http://www.wikidata.org/entity/Q27727657,2347-3215
http://www.wikidata.org/entity/Q27727682,2405-8041
http://www.wikidata.org/entity/Q27727682,2405-805X
http://www.wikidata.org/entity/Q27769801,2155-9910
http://www.wikidata.org/entity/Q27898593,1043-1691
http://www.wikidata.org/entity/Q27919651,0569-9878
http://www.wikidata.org/entity/Q27921616,1060-1805
http://www.wikidata.org/entity/Q27923388,0286-3537
http://www.wikidata.org/entity/Q27923479,1050-5083
http://www.wikidata.org/entity/Q27924000,0932-3988
http://www.wikidata.org/entity/Q27928466,0036-8148
http://www.wikidata.org/entity/Q27941449,0214-0780
http://www.wikidata.org/entity/Q27943312,0212-2952
http://www.wikidata.org/entity/Q27948254,1132-1261
http://www.wikidata.org/entity/Q27949592,0034-8716
http://www.wikidata.org/entity/Q27954609,0366-872X
http://www.wikidata.org/entity/Q4041895,1938-2928
http://www.wikidata.org/entity/Q27919651,1988-8325
http://www.wikidata.org/entity/Q27928466,1943-4812
http://www.wikidata.org/entity/Q27928883,2174-7083
http://www.wikidata.org/entity/Q27943312,1988-2556
http://www.wikidata.org/entity/Q27949338,2486-7608
http://www.wikidata.org/entity/Q27949338,9968-2486
http://www.wikidata.org/entity/Q27956258,2275-0673
http://www.wikidata.org/entity/Q27956258,2419-395X
http://www.wikidata.org/entity/Q27966207,0578-4719
http://www.wikidata.org/entity/Q27966404,1011-7989
http://www.wikidata.org/entity/Q27967357,0723-2721
http://www.wikidata.org/entity/Q27968332,0003-424X
http://www.wikidata.org/entity/Q27968332,1627-3583
http://www.wikidata.org/entity/Q27969798,1577-936X
http://www.wikidata.org/entity/Q27979561,2334-3982
http://www.wikidata.org/entity/Q27979561,2374-2844
http://www.wikidata.org/entity/Q27988713,0213-3474
http://www.wikidata.org/entity/Q27988713,2173-6723
http://www.wikidata.org/entity/Q28013529,0884-1977
http://www.wikidata.org/entity/Q28013529,2375-8104
http://www.wikidata.org/entity/Q28015911,1994-2796
http://www.wikidata.org/entity/Q28019993,2297-2668
http://www.wikidata.org/entity/Q28023099,0029-9626
http://www.wikidata.org/entity/Q28034564,1543-6314
http://www.wikidata.org/entity/Q28044156,0015-7422
http://www.wikidata.org/entity/Q28044156,2325-5781
http://www.wikidata.org/entity/Q28056701,1579-7902
http://www.wikidata.org/entity/Q28057289,0043-0927
http://www.wikidata.org/entity/Q28058953,0862-7274
http://www.wikidata.org/entity/Q28089618,2329-9266
http://www.wikidata.org/entity/Q28089618,2329-9274
http://www.wikidata.org/entity/Q28094843,1138-1264
http://www.wikidata.org/entity/Q28119910,1988-1088
http://www.wikidata.org/entity/Q28121635,1861-5813
http://www.wikidata.org/entity/Q28126868,0971-9032
http://www.wikidata.org/entity/Q28152172,0193-1806
http://www.wikidata.org/entity/Q28292531,0398-690X
http://www.wikidata.org/entity/Q28340499,2386-5768
http://www.wikidata.org/entity/Q28379731,1339-8474
http://www.wikidata.org/entity/Q28449493,1872-5163
http://www.wikidata.org/entity/Q28451881,2313-1691
http://www.wikidata.org/entity/Q28453405,2379-5980
http://www.wikidata.org/entity/Q28464927,0741-7918
http://www.wikidata.org/entity/Q28469657,0370-7954
http://www.wikidata.org/entity/Q28469663,1938-2928
http://www.wikidata.org/entity/Q28469705,0002-9823
http://www.wikidata.org/entity/Q28469705,1540-3084
http://www.wikidata.org/entity/Q28484557,1696-4888
http://www.wikidata.org/entity/Q28498548,1866-0207
http://www.wikidata.org/entity/Q28499908,0173-458X
http://www.wikidata.org/entity/Q28542048,1355-9346
http://www.wikidata.org/entity/Q28563669,2012-2489
http://www.wikidata.org/entity/Q28569182,2171-0120
http://www.wikidata.org/entity/Q28570104,1577-8983
http://www.wikidata.org/entity/Q28717211,0041-9656
http://www.wikidata.org/entity/Q28771701,0160-9335
http://www.wikidata.org/entity/Q28791322,2347-2448
http://www.wikidata.org/entity/Q28807259,0972-060X
http://www.wikidata.org/entity/Q28807280,0065-9746
http://www.wikidata.org/entity/Q28807218,2041-8213
http://www.wikidata.org/entity/Q28807325,0943-8610
http://www.wikidata.org/entity/Q28807334,0092-7325
http://www.wikidata.org/entity/Q28807275,1736-6038
http://www.wikidata.org/entity/Q28807352,0078-1304
http://www.wikidata.org/entity/Q28807316,2165-2627
http://www.wikidata.org/entity/Q28807426,0950-7922
http://www.wikidata.org/entity/Q28807375,1313-2652
http://www.wikidata.org/entity/Q28807442,0387-5016
http://www.wikidata.org/entity/Q28807379,1687-885X
http://www.wikidata.org/entity/Q28807380,1687-8868
http://www.wikidata.org/entity/Q28807414,1687-9716
http://www.wikidata.org/entity/Q28807438,1746-6067
http://www.wikidata.org/entity/Q28815835,2171-0384
http://www.wikidata.org/entity/Q28840765,1687-6075
http://www.wikidata.org/entity/Q28840770,1687-9414
http://www.wikidata.org/entity/Q28840842,0363-6917
http://www.wikidata.org/entity/Q28840805,1388-4360
http://www.wikidata.org/entity/Q28840797,2194-5357
http://www.wikidata.org/entity/Q28840797,2194-5365
